,Ball 0,,,,,,Ball 1,,,,,,
,m:,1.2,,,,,m:,2.31,,,,,
,r:,1,,,,,r:,1,,,,,
,k:,980,,,,,k:,980,,,,,
,rot: ,true,,,,,,,,,,,
,u_k: ,0.5,,,,,,,,,,,
t,s_x,s_y,v_x,v_y,theta,w,s_x,s_y,v_x,v_y,theta,w,
0.1578,2.40963,0.291328,12.5046,5.45056,-0.406876,-6.70895,2.25,-1.77134,2.38723,-2.83146,-0.211364,-3.48517,
0.1579,2.41088,0.291873,12.5046,5.45056,-0.407547,-6.70895,2.25024,-1.77162,2.38723,-2.83146,-0.211713,-3.48517,
0.158,2.41213,0.292418,12.5046,5.45056,-0.408218,-6.70895,2.25048,-1.77191,2.38723,-2.83146,-0.212061,-3.48517,
0.1581,2.41338,0.292963,12.5046,5.45056,-0.408889,-6.70895,2.25072,-1.77219,2.38723,-2.83146,-0.21241,-3.48517,
0.1582,2.41463,0.293508,12.5046,5.45056,-0.409559,-6.70895,2.25096,-1.77247,2.38723,-2.83146,-0.212758,-3.48517,
0.1583,2.41588,0.294053,12.5046,5.45056,-0.41023,-6.70895,2.25119,-1.77275,2.38723,-2.83146,-0.213107,-3.48517,
0.1584,2.41713,0.294598,12.5046,5.45056,-0.410901,-6.70895,2.25143,-1.77304,2.38723,-2.83146,-0.213455,-3.48517,
0.1585,2.41838,0.295143,12.5046,5.45056,-0.411572,-6.70895,2.25167,-1.77332,2.38723,-2.83146,-0.213804,-3.48517,
0.1586,2.41963,0.295688,12.5046,5.45056,-0.412243,-6.70895,2.25191,-1.7736,2.38723,-2.83146,-0.214152,-3.48517,
0.1587,2.42088,0.296234,12.5046,5.45056,-0.412914,-6.70895,2.25215,-1.77389,2.38723,-2.83146,-0.214501,-3.48517,
0.1588,2.42213,0.296779,12.5046,5.45056,-0.413585,-6.70895,2.25239,-1.77417,2.38723,-2.83146,-0.214849,-3.48517,
0.1589,2.42338,0.297324,12.5046,5.45056,-0.414256,-6.70895,2.25263,-1.77445,2.38723,-2.83146,-0.215198,-3.48517,
0.159,2.42464,0.297869,12.5046,5.45056,-0.414927,-6.70895,2.25286,-1.77474,2.38723,-2.83146,-0.215546,-3.48517,
0.1591,2.42589,0.298414,12.5046,5.45056,-0.415597,-6.70895,2.2531,-1.77502,2.38723,-2.83146,-0.215895,-3.48517,
0.1592,2.42714,0.298959,12.5046,5.45056,-0.416268,-6.70895,2.25334,-1.7753,2.38723,-2.83146,-0.216243,-3.48517,
0.1593,2.42839,0.299504,12.5046,5.45056,-0.416939,-6.70895,2.25358,-1.77559,2.38723,-2.83146,-0.216592,-3.48517,
0.1594,2.42964,0.300049,12.5046,5.45056,-0.41761,-6.70895,2.25382,-1.77587,2.38723,-2.83146,-0.21694,-3.48517,
0.1595,2.43089,0.300594,12.5046,5.45056,-0.418281,-6.70895,2.25406,-1.77615,2.38723,-2.83146,-0.217289,-3.48517,
0.1596,2.43214,0.301139,12.5046,5.45056,-0.418952,-6.70895,2.2543,-1.77644,2.38723,-2.83146,-0.217637,-3.48517,
0.1597,2.43339,0.301684,12.5046,5.45056,-0.419623,-6.70895,2.25454,-1.77672,2.38723,-2.83146,-0.217986,-3.48517,
0.1598,2.43464,0.302229,12.5046,5.45056,-0.420294,-6.70895,2.25477,-1.777,2.38723,-2.83146,-0.218334,-3.48517,
0.1599,2.43589,0.302774,12.5046,5.45056,-0.420965,-6.70895,2.25501,-1.77729,2.38723,-2.83146,-0.218683,-3.48517,
0.16,2.43714,0.303319,12.5046,5.45056,-0.421636,-6.70895,2.25525,-1.77757,2.38723,-2.83146,-0.219031,-3.48517,
0.1601,2.43839,0.303864,12.5046,5.45056,-0.422306,-6.70895,2.25549,-1.77785,2.38723,-2.83146,-0.21938,-3.48517,
0.1602,2.43964,0.304409,12.5046,5.45056,-0.422977,-6.70895,2.25573,-1.77813,2.38723,-2.83146,-0.219728,-3.48517,
0.1603,2.44089,0.304954,12.5046,5.45056,-0.423648,-6.70895,2.25597,-1.77842,2.38723,-2.83146,-0.220077,-3.48517,
0.1604,2.44214,0.305499,12.5046,5.45056,-0.424319,-6.70895,2.25621,-1.7787,2.38723,-2.83146,-0.220426,-3.48517,
0.1605,2.44339,0.306045,12.5046,5.45056,-0.42499,-6.70895,2.25645,-1.77898,2.38723,-2.83146,-0.220774,-3.48517,
0.1606,2.44464,0.30659,12.5046,5.45056,-0.425661,-6.70895,2.25668,-1.77927,2.38723,-2.83146,-0.221123,-3.48517,
0.1607,2.44589,0.307135,12.5046,5.45056,-0.426332,-6.70895,2.25692,-1.77955,2.38723,-2.83146,-0.221471,-3.48517,
0.1608,2.44714,0.30768,12.5046,5.45056,-0.427003,-6.70895,2.25716,-1.77983,2.38723,-2.83146,-0.22182,-3.48517,
0.1609,2.44839,0.308225,12.5046,5.45056,-0.427674,-6.70895,2.2574,-1.78012,2.38723,-2.83146,-0.222168,-3.48517,
0.161,2.44964,0.30877,12.5046,5.45056,-0.428344,-6.70895,2.25764,-1.7804,2.38723,-2.83146,-0.222517,-3.48517,
0.1611,2.45089,0.309315,12.5046,5.45056,-0.429015,-6.70895,2.25788,-1.78068,2.38723,-2.83146,-0.222865,-3.48517,
0.1612,2.45215,0.30986,12.5046,5.45056,-0.429686,-6.70895,2.25812,-1.78097,2.38723,-2.83146,-0.223214,-3.48517,
0.1613,2.4534,0.310405,12.5046,5.45056,-0.430357,-6.70895,2.25836,-1.78125,2.38723,-2.83146,-0.223562,-3.48517,
0.1614,2.45465,0.31095,12.5046,5.45056,-0.431028,-6.70895,2.25859,-1.78153,2.38723,-2.83146,-0.223911,-3.48517,
0.1615,2.4559,0.311495,12.5046,5.45056,-0.431699,-6.70895,2.25883,-1.78182,2.38723,-2.83146,-0.224259,-3.48517,
0.1616,2.45715,0.31204,12.5046,5.45056,-0.43237,-6.70895,2.25907,-1.7821,2.38723,-2.83146,-0.224608,-3.48517,
0.1617,2.4584,0.312585,12.5046,5.45056,-0.433041,-6.70895,2.25931,-1.78238,2.38723,-2.83146,-0.224956,-3.48517,
0.1618,2.45965,0.31313,12.5046,5.45056,-0.433712,-6.70895,2.25955,-1.78267,2.38723,-2.83146,-0.225305,-3.48517,
0.1619,2.4609,0.313675,12.5046,5.45056,-0.434383,-6.70895,2.25979,-1.78295,2.38723,-2.83146,-0.225653,-3.48517,
0.162,2.46215,0.31422,12.5046,5.45056,-0.435053,-6.70895,2.26003,-1.78323,2.38723,-2.83146,-0.226002,-3.48517,
0.1621,2.4634,0.314765,12.5046,5.45056,-0.435724,-6.70895,2.26027,-1.78351,2.38723,-2.83146,-0.22635,-3.48517,
0.1622,2.46465,0.31531,12.5046,5.45056,-0.436395,-6.70895,2.2605,-1.7838,2.38723,-2.83146,-0.226699,-3.48517,
0.1623,2.4659,0.315856,12.5046,5.45056,-0.437066,-6.70895,2.26074,-1.78408,2.38723,-2.83146,-0.227047,-3.48517,
0.1624,2.46715,0.316401,12.5046,5.45056,-0.437737,-6.70895,2.26098,-1.78436,2.38723,-2.83146,-0.227396,-3.48517,
0.1625,2.4684,0.316946,12.5046,5.45056,-0.438408,-6.70895,2.26122,-1.78465,2.38723,-2.83146,-0.227744,-3.48517,
0.1626,2.46965,0.317491,12.5046,5.45056,-0.439079,-6.70895,2.26146,-1.78493,2.38723,-2.83146,-0.228093,-3.48517,
0.1627,2.4709,0.318036,12.5046,5.45056,-0.43975,-6.70895,2.2617,-1.78521,2.38723,-2.83146,-0.228441,-3.48517,
0.1628,2.47215,0.318581,12.5046,5.45056,-0.440421,-6.70895,2.26194,-1.7855,2.38723,-2.83146,-0.22879,-3.48517,
0.1629,2.4734,0.319126,12.5046,5.45056,-0.441091,-6.70895,2.26218,-1.78578,2.38723,-2.83146,-0.229138,-3.48517,
0.163,2.47465,0.319671,12.5046,5.45056,-0.441762,-6.70895,2.26241,-1.78606,2.38723,-2.83146,-0.229487,-3.48517,
0.1631,2.4759,0.320216,12.5046,5.45056,-0.442433,-6.70895,2.26265,-1.78635,2.38723,-2.83146,-0.229835,-3.48517,
0.1632,2.47715,0.320761,12.5046,5.45056,-0.443104,-6.70895,2.26289,-1.78663,2.38723,-2.83146,-0.230184,-3.48517,
0.1633,2.4784,0.321306,12.5046,5.45056,-0.443775,-6.70895,2.26313,-1.78691,2.38723,-2.83146,-0.230533,-3.48517,
0.1634,2.47966,0.321851,12.5046,5.45056,-0.444446,-6.70895,2.26337,-1.7872,2.38723,-2.83146,-0.230881,-3.48517,
0.1635,2.48091,0.322396,12.5046,5.45056,-0.445117,-6.70895,2.26361,-1.78748,2.38723,-2.83146,-0.23123,-3.48517,
0.1636,2.48216,0.322941,12.5046,5.45056,-0.445788,-6.70895,2.26385,-1.78776,2.38723,-2.83146,-0.231578,-3.48517,
0.1637,2.48341,0.323486,12.5046,5.45056,-0.446459,-6.70895,2.26408,-1.78804,2.38723,-2.83146,-0.231927,-3.48517,
0.1638,2.48466,0.324031,12.5046,5.45056,-0.44713,-6.70895,2.26432,-1.78833,2.38723,-2.83146,-0.232275,-3.48517,
0.1639,2.48591,0.324576,12.5046,5.45056,-0.4478,-6.70895,2.26456,-1.78861,2.38723,-2.83146,-0.232624,-3.48517,
0.164,2.48716,0.325121,12.5046,5.45056,-0.448471,-6.70895,2.2648,-1.78889,2.38723,-2.83146,-0.232972,-3.48517,
0.1641,2.48841,0.325667,12.5046,5.45056,-0.449142,-6.70895,2.26504,-1.78918,2.38723,-2.83146,-0.233321,-3.48517,
0.1642,2.48966,0.326212,12.5046,5.45056,-0.449813,-6.70895,2.26528,-1.78946,2.38723,-2.83146,-0.233669,-3.48517,
0.1643,2.49091,0.326757,12.5046,5.45056,-0.450484,-6.70895,2.26552,-1.78974,2.38723,-2.83146,-0.234018,-3.48517,
0.1644,2.49216,0.327302,12.5046,5.45056,-0.451155,-6.70895,2.26576,-1.79003,2.38723,-2.83146,-0.234366,-3.48517,
0.1645,2.49341,0.327847,12.5046,5.45056,-0.451826,-6.70895,2.26599,-1.79031,2.38723,-2.83146,-0.234715,-3.48517,
0.1646,2.49466,0.328392,12.5046,5.45056,-0.452497,-6.70895,2.26623,-1.79059,2.38723,-2.83146,-0.235063,-3.48517,
0.1647,2.49591,0.328937,12.5046,5.45056,-0.453168,-6.70895,2.26647,-1.79088,2.38723,-2.83146,-0.235412,-3.48517,
0.1648,2.49716,0.329482,12.5046,5.45056,-0.453838,-6.70895,2.26671,-1.79116,2.38723,-2.83146,-0.23576,-3.48517,
0.1649,2.49841,0.330027,12.5046,5.45056,-0.454509,-6.70895,2.26695,-1.79144,2.38723,-2.83146,-0.236109,-3.48517,
0.165,2.49966,0.330572,12.5046,5.45056,-0.45518,-6.70895,2.26719,-1.79173,2.38723,-2.83146,-0.236457,-3.48517,
0.1651,2.50091,0.331117,12.5046,5.45056,-0.455851,-6.70895,2.26743,-1.79201,2.38723,-2.83146,-0.236806,-3.48517,
0.1652,2.50216,0.331662,12.5046,5.45056,-0.456522,-6.70895,2.26767,-1.79229,2.38723,-2.83146,-0.237154,-3.48517,
0.1653,2.50341,0.332207,12.5046,5.45056,-0.457193,-6.70895,2.2679,-1.79258,2.38723,-2.83146,-0.237503,-3.48517,
0.1654,2.50466,0.332752,12.5046,5.45056,-0.457864,-6.70895,2.26814,-1.79286,2.38723,-2.83146,-0.237851,-3.48517,
0.1655,2.50591,0.333297,12.5046,5.45056,-0.458535,-6.70895,2.26838,-1.79314,2.38723,-2.83146,-0.2382,-3.48517,
0.1656,2.50717,0.333842,12.5046,5.45056,-0.459206,-6.70895,2.26862,-1.79342,2.38723,-2.83146,-0.238548,-3.48517,
0.1657,2.50842,0.334387,12.5046,5.45056,-0.459877,-6.70895,2.26886,-1.79371,2.38723,-2.83146,-0.238897,-3.48517,
0.1658,2.50967,0.334932,12.5046,5.45056,-0.460547,-6.70895,2.2691,-1.79399,2.38723,-2.83146,-0.239245,-3.48517,
0.1659,2.51092,0.335478,12.5046,5.45056,-0.461218,-6.70895,2.26934,-1.79427,2.38723,-2.83146,-0.239594,-3.48517,
0.166,2.51217,0.336023,12.5046,5.45056,-0.461889,-6.70895,2.26958,-1.79456,2.38723,-2.83146,-0.239942,-3.48517,
0.1661,2.51342,0.336568,12.5046,5.45056,-0.46256,-6.70895,2.26981,-1.79484,2.38723,-2.83146,-0.240291,-3.48517,
0.1662,2.51467,0.337113,12.5046,5.45056,-0.463231,-6.70895,2.27005,-1.79512,2.38723,-2.83146,-0.240639,-3.48517,
0.1663,2.51592,0.337658,12.5046,5.45056,-0.463902,-6.70895,2.27029,-1.79541,2.38723,-2.83146,-0.240988,-3.48517,
0.1664,2.51717,0.338203,12.5046,5.45056,-0.464573,-6.70895,2.27053,-1.79569,2.38723,-2.83146,-0.241337,-3.48517,
0.1665,2.51842,0.338748,12.5046,5.45056,-0.465244,-6.70895,2.27077,-1.79597,2.38723,-2.83146,-0.241685,-3.48517,
0.1666,2.51967,0.339293,12.5046,5.45056,-0.465915,-6.70895,2.27101,-1.79626,2.38723,-2.83146,-0.242034,-3.48517,
0.1667,2.52092,0.339838,12.5046,5.45056,-0.466586,-6.70895,2.27125,-1.79654,2.38723,-2.83146,-0.242382,-3.48517,
0.1668,2.52217,0.340383,12.5046,5.45056,-0.467256,-6.70895,2.27149,-1.79682,2.38723,-2.83146,-0.242731,-3.48517,
0.1669,2.52342,0.340928,12.5046,5.45056,-0.467927,-6.70895,2.27172,-1.79711,2.38723,-2.83146,-0.243079,-3.48517,
0.167,2.52467,0.341473,12.5046,5.45056,-0.468598,-6.70895,2.27196,-1.79739,2.38723,-2.83146,-0.243428,-3.48517,
0.1671,2.52592,0.342018,12.5046,5.45056,-0.469269,-6.70895,2.2722,-1.79767,2.38723,-2.83146,-0.243776,-3.48517,
0.1672,2.52717,0.342563,12.5046,5.45056,-0.46994,-6.70895,2.27244,-1.79795,2.38723,-2.83146,-0.244125,-3.48517,
0.1673,2.52842,0.343108,12.5046,5.45056,-0.470611,-6.70895,2.27268,-1.79824,2.38723,-2.83146,-0.244473,-3.48517,
0.1674,2.52967,0.343653,12.5046,5.45056,-0.471282,-6.70895,2.27292,-1.79852,2.38723,-2.83146,-0.244822,-3.48517,
0.1675,2.53092,0.344198,12.5046,5.45056,-0.471953,-6.70895,2.27316,-1.7988,2.38723,-2.83146,-0.24517,-3.48517,
0.1676,2.53217,0.344743,12.5046,5.45056,-0.472624,-6.70895,2.27339,-1.79909,2.38723,-2.83146,-0.245519,-3.48517,
0.1677,2.53343,0.345289,12.5046,5.45056,-0.473294,-6.70895,2.27363,-1.79937,2.38723,-2.83146,-0.245867,-3.48517,
0.1678,2.53468,0.345834,12.5046,5.45056,-0.473965,-6.70895,2.27387,-1.79965,2.38723,-2.83146,-0.246216,-3.48517,
0.1679,2.53593,0.346379,12.5046,5.45056,-0.474636,-6.70895,2.27411,-1.79994,2.38723,-2.83146,-0.246564,-3.48517,
0.168,2.53718,0.346924,12.5046,5.45056,-0.475307,-6.70895,2.27435,-1.80022,2.38723,-2.83146,-0.246913,-3.48517,
0.1681,2.53843,0.347469,12.5046,5.45056,-0.475978,-6.70895,2.27459,-1.8005,2.38723,-2.83146,-0.247261,-3.48517,
0.1682,2.53968,0.348014,12.5046,5.45056,-0.476649,-6.70895,2.27483,-1.80079,2.38723,-2.83146,-0.24761,-3.48517,
0.1683,2.54093,0.348559,12.5046,5.45056,-0.47732,-6.70895,2.27507,-1.80107,2.38723,-2.83146,-0.247958,-3.48517,
0.1684,2.54218,0.349104,12.5046,5.45056,-0.477991,-6.70895,2.2753,-1.80135,2.38723,-2.83146,-0.248307,-3.48517,
0.1685,2.54343,0.349649,12.5046,5.45056,-0.478662,-6.70895,2.27554,-1.80164,2.38723,-2.83146,-0.248655,-3.48517,
0.1686,2.54468,0.350194,12.5046,5.45056,-0.479333,-6.70895,2.27578,-1.80192,2.38723,-2.83146,-0.249004,-3.48517,
0.1687,2.54593,0.350739,12.5046,5.45056,-0.480003,-6.70895,2.27602,-1.8022,2.38723,-2.83146,-0.249352,-3.48517,
0.1688,2.54718,0.351284,12.5046,5.45056,-0.480674,-6.70895,2.27626,-1.80249,2.38723,-2.83146,-0.249701,-3.48517,
0.1689,2.54843,0.351829,12.5046,5.45056,-0.481345,-6.70895,2.2765,-1.80277,2.38723,-2.83146,-0.250049,-3.48517,
0.169,2.54968,0.352374,12.5046,5.45056,-0.482016,-6.70895,2.27674,-1.80305,2.38723,-2.83146,-0.250398,-3.48517,
0.1691,2.55093,0.352919,12.5046,5.45056,-0.482687,-6.70895,2.27698,-1.80333,2.38723,-2.83146,-0.250746,-3.48517,
0.1692,2.55218,0.353464,12.5046,5.45056,-0.483358,-6.70895,2.27721,-1.80362,2.38723,-2.83146,-0.251095,-3.48517,
0.1693,2.55343,0.354009,12.5046,5.45056,-0.484029,-6.70895,2.27745,-1.8039,2.38723,-2.83146,-0.251444,-3.48517,
0.1694,2.55468,0.354554,12.5046,5.45056,-0.4847,-6.70895,2.27769,-1.80418,2.38723,-2.83146,-0.251792,-3.48517,
0.1695,2.55593,0.3551,12.5046,5.45056,-0.485371,-6.70895,2.27793,-1.80447,2.38723,-2.83146,-0.252141,-3.48517,
0.1696,2.55718,0.355645,12.5046,5.45056,-0.486041,-6.70895,2.27817,-1.80475,2.38723,-2.83146,-0.252489,-3.48517,
0.1697,2.55843,0.35619,12.5046,5.45056,-0.486712,-6.70895,2.27841,-1.80503,2.38723,-2.83146,-0.252838,-3.48517,
0.1698,2.55968,0.356735,12.5046,5.45056,-0.487383,-6.70895,2.27865,-1.80532,2.38723,-2.83146,-0.253186,-3.48517,
0.1699,2.56094,0.35728,12.5046,5.45056,-0.488054,-6.70895,2.27889,-1.8056,2.38723,-2.83146,-0.253535,-3.48517,
0.17,2.56219,0.357825,12.5046,5.45056,-0.488725,-6.70895,2.27912,-1.80588,2.38723,-2.83146,-0.253883,-3.48517,
0.1701,2.56344,0.35837,12.5046,5.45056,-0.489396,-6.70895,2.27936,-1.80617,2.38723,-2.83146,-0.254232,-3.48517,
0.1702,2.56469,0.358915,12.5046,5.45056,-0.490067,-6.70895,2.2796,-1.80645,2.38723,-2.83146,-0.25458,-3.48517,
0.1703,2.56594,0.35946,12.5046,5.45056,-0.490738,-6.70895,2.27984,-1.80673,2.38723,-2.83146,-0.254929,-3.48517,
0.1704,2.56719,0.360005,12.5046,5.45056,-0.491409,-6.70895,2.28008,-1.80702,2.38723,-2.83146,-0.255277,-3.48517,
0.1705,2.56844,0.36055,12.5046,5.45056,-0.49208,-6.70895,2.28032,-1.8073,2.38723,-2.83146,-0.255626,-3.48517,
0.1706,2.56969,0.361095,12.5046,5.45056,-0.49275,-6.70895,2.28056,-1.80758,2.38723,-2.83146,-0.255974,-3.48517,
0.1707,2.57094,0.36164,12.5046,5.45056,-0.493421,-6.70895,2.2808,-1.80787,2.38723,-2.83146,-0.256323,-3.48517,
0.1708,2.57219,0.362185,12.5046,5.45056,-0.494092,-6.70895,2.28103,-1.80815,2.38723,-2.83146,-0.256671,-3.48517,
0.1709,2.57344,0.36273,12.5046,5.45056,-0.494763,-6.70895,2.28127,-1.80843,2.38723,-2.83146,-0.25702,-3.48517,
0.171,2.57469,0.363275,12.5046,5.45056,-0.495434,-6.70895,2.28151,-1.80871,2.38723,-2.83146,-0.257368,-3.48517,
0.1711,2.57594,0.36382,12.5046,5.45056,-0.496105,-6.70895,2.28175,-1.809,2.38723,-2.83146,-0.257717,-3.48517,
0.1712,2.57719,0.364365,12.5046,5.45056,-0.496776,-6.70895,2.28199,-1.80928,2.38723,-2.83146,-0.258065,-3.48517,
0.1713,2.57844,0.364911,12.5046,5.45056,-0.497447,-6.70895,2.28223,-1.80956,2.38723,-2.83146,-0.258414,-3.48517,
0.1714,2.57969,0.365456,12.5046,5.45056,-0.498118,-6.70895,2.28247,-1.80985,2.38723,-2.83146,-0.258762,-3.48517,
0.1715,2.58094,0.366001,12.5046,5.45056,-0.498788,-6.70895,2.28271,-1.81013,2.38723,-2.83146,-0.259111,-3.48517,
0.1716,2.58219,0.366546,12.5046,5.45056,-0.499459,-6.70895,2.28294,-1.81041,2.38723,-2.83146,-0.259459,-3.48517,
0.1717,2.58344,0.367091,12.5046,5.45056,-0.50013,-6.70895,2.28318,-1.8107,2.38723,-2.83146,-0.259808,-3.48517,
0.1718,2.58469,0.367636,12.5046,5.45056,-0.500801,-6.70895,2.28342,-1.81098,2.38723,-2.83146,-0.260156,-3.48517,
0.1719,2.58594,0.368181,12.5046,5.45056,-0.501472,-6.70895,2.28366,-1.81126,2.38723,-2.83146,-0.260505,-3.48517,
0.172,2.58719,0.368726,12.5046,5.45056,-0.502143,-6.70895,2.2839,-1.81155,2.38723,-2.83146,-0.260853,-3.48517,
0.1721,2.58845,0.369271,12.5046,5.45056,-0.502814,-6.70895,2.28414,-1.81183,2.38723,-2.83146,-0.261202,-3.48517,
0.1722,2.5897,0.369816,12.5046,5.45056,-0.503485,-6.70895,2.28438,-1.81211,2.38723,-2.83146,-0.261551,-3.48517,
0.1723,2.59095,0.370361,12.5046,5.45056,-0.504156,-6.70895,2.28461,-1.8124,2.38723,-2.83146,-0.261899,-3.48517,
0.1724,2.5922,0.370906,12.5046,5.45056,-0.504827,-6.70895,2.28485,-1.81268,2.38723,-2.83146,-0.262248,-3.48517,
0.1725,2.59345,0.371451,12.5046,5.45056,-0.505497,-6.70895,2.28509,-1.81296,2.38723,-2.83146,-0.262596,-3.48517,
0.1726,2.5947,0.371996,12.5046,5.45056,-0.506168,-6.70895,2.28533,-1.81324,2.38723,-2.83146,-0.262945,-3.48517,
0.1727,2.59595,0.372541,12.5046,5.45056,-0.506839,-6.70895,2.28557,-1.81353,2.38723,-2.83146,-0.263293,-3.48517,
0.1728,2.5972,0.373086,12.5046,5.45056,-0.50751,-6.70895,2.28581,-1.81381,2.38723,-2.83146,-0.263642,-3.48517,
0.1729,2.59845,0.373631,12.5046,5.45056,-0.508181,-6.70895,2.28605,-1.81409,2.38723,-2.83146,-0.26399,-3.48517,
0.173,2.5997,0.374176,12.5046,5.45056,-0.508852,-6.70895,2.28629,-1.81438,2.38723,-2.83146,-0.264339,-3.48517,
0.1731,2.60095,0.374722,12.5046,5.45056,-0.509523,-6.70895,2.28652,-1.81466,2.38723,-2.83146,-0.264687,-3.48517,
0.1732,2.6022,0.375267,12.5046,5.45056,-0.510194,-6.70895,2.28676,-1.81494,2.38723,-2.83146,-0.265036,-3.48517,
0.1733,2.60345,0.375812,12.5046,5.45056,-0.510865,-6.70895,2.287,-1.81523,2.38723,-2.83146,-0.265384,-3.48517,
0.1734,2.6047,0.376357,12.5046,5.45056,-0.511535,-6.70895,2.28724,-1.81551,2.38723,-2.83146,-0.265733,-3.48517,
0.1735,2.60595,0.376902,12.5046,5.45056,-0.512206,-6.70895,2.28748,-1.81579,2.38723,-2.83146,-0.266081,-3.48517,
0.1736,2.6072,0.377447,12.5046,5.45056,-0.512877,-6.70895,2.28772,-1.81608,2.38723,-2.83146,-0.26643,-3.48517,
0.1737,2.60845,0.377992,12.5046,5.45056,-0.513548,-6.70895,2.28796,-1.81636,2.38723,-2.83146,-0.266778,-3.48517,
0.1738,2.6097,0.378537,12.5046,5.45056,-0.514219,-6.70895,2.2882,-1.81664,2.38723,-2.83146,-0.267127,-3.48517,
0.1739,2.61095,0.379082,12.5046,5.45056,-0.51489,-6.70895,2.28843,-1.81693,2.38723,-2.83146,-0.267475,-3.48517,
0.174,2.6122,0.379627,12.5046,5.45056,-0.515561,-6.70895,2.28867,-1.81721,2.38723,-2.83146,-0.267824,-3.48517,
0.1741,2.61345,0.380172,12.5046,5.45056,-0.516232,-6.70895,2.28891,-1.81749,2.38723,-2.83146,-0.268172,-3.48517,
0.1742,2.6147,0.380717,12.5046,5.45056,-0.516903,-6.70895,2.28915,-1.81778,2.38723,-2.83146,-0.268521,-3.48517,
0.1743,2.61596,0.381262,12.5046,5.45056,-0.517574,-6.70895,2.28939,-1.81806,2.38723,-2.83146,-0.268869,-3.48517,
0.1744,2.61721,0.381807,12.5046,5.45056,-0.518244,-6.70895,2.28963,-1.81834,2.38723,-2.83146,-0.269218,-3.48517,
0.1745,2.61846,0.382352,12.5046,5.45056,-0.518915,-6.70895,2.28987,-1.81862,2.38723,-2.83146,-0.269566,-3.48517,
0.1746,2.61971,0.382897,12.5046,5.45056,-0.519586,-6.70895,2.29011,-1.81891,2.38723,-2.83146,-0.269915,-3.48517,
0.1747,2.62096,0.383442,12.5046,5.45056,-0.520257,-6.70895,2.29034,-1.81919,2.38723,-2.83146,-0.270263,-3.48517,
0.1748,2.62221,0.383987,12.5046,5.45056,-0.520928,-6.70895,2.29058,-1.81947,2.38723,-2.83146,-0.270612,-3.48517,
0.1749,2.62346,0.384533,12.5046,5.45056,-0.521599,-6.70895,2.29082,-1.81976,2.38723,-2.83146,-0.27096,-3.48517,
0.175,2.62471,0.385078,12.5046,5.45056,-0.52227,-6.70895,2.29106,-1.82004,2.38723,-2.83146,-0.271309,-3.48517,
0.1751,2.62596,0.385623,12.5046,5.45056,-0.522941,-6.70895,2.2913,-1.82032,2.38723,-2.83146,-0.271657,-3.48517,
0.1752,2.62721,0.386168,12.5046,5.45056,-0.523612,-6.70895,2.29154,-1.82061,2.38723,-2.83146,-0.272006,-3.48517,
0.1753,2.62846,0.386713,12.5046,5.45056,-0.524282,-6.70895,2.29178,-1.82089,2.38723,-2.83146,-0.272355,-3.48517,
0.1754,2.62971,0.387258,12.5046,5.45056,-0.524953,-6.70895,2.29202,-1.82117,2.38723,-2.83146,-0.272703,-3.48517,
0.1755,2.63096,0.387803,12.5046,5.45056,-0.525624,-6.70895,2.29225,-1.82146,2.38723,-2.83146,-0.273052,-3.48517,
0.1756,2.63221,0.388348,12.5046,5.45056,-0.526295,-6.70895,2.29249,-1.82174,2.38723,-2.83146,-0.2734,-3.48517,
0.1757,2.63346,0.388893,12.5046,5.45056,-0.526966,-6.70895,2.29273,-1.82202,2.38723,-2.83146,-0.273749,-3.48517,
0.1758,2.63471,0.389438,12.5046,5.45056,-0.527637,-6.70895,2.29297,-1.82231,2.38723,-2.83146,-0.274097,-3.48517,
0.1759,2.63596,0.389983,12.5046,5.45056,-0.528308,-6.70895,2.29321,-1.82259,2.38723,-2.83146,-0.274446,-3.48517,
0.176,2.63721,0.390528,12.5046,5.45056,-0.528979,-6.70895,2.29345,-1.82287,2.38723,-2.83146,-0.274794,-3.48517,
0.1761,2.63846,0.391073,12.5046,5.45056,-0.52965,-6.70895,2.29369,-1.82315,2.38723,-2.83146,-0.275143,-3.48517,
0.1762,2.63971,0.391618,12.5046,5.45056,-0.530321,-6.70895,2.29393,-1.82344,2.38723,-2.83146,-0.275491,-3.48517,
0.1763,2.64096,0.392163,12.5046,5.45056,-0.530991,-6.70895,2.29416,-1.82372,2.38723,-2.83146,-0.27584,-3.48517,
0.1764,2.64222,0.392708,12.5046,5.45056,-0.531662,-6.70895,2.2944,-1.824,2.38723,-2.83146,-0.276188,-3.48517,
0.1765,2.64347,0.393253,12.5046,5.45056,-0.532333,-6.70895,2.29464,-1.82429,2.38723,-2.83146,-0.276537,-3.48517,
0.1766,2.64472,0.393798,12.5046,5.45056,-0.533004,-6.70895,2.29488,-1.82457,2.38723,-2.83146,-0.276885,-3.48517,
0.1767,2.64597,0.394344,12.5046,5.45056,-0.533675,-6.70895,2.29512,-1.82485,2.38723,-2.83146,-0.277234,-3.48517,
0.1768,2.64722,0.394889,12.5046,5.45056,-0.534346,-6.70895,2.29536,-1.82514,2.38723,-2.83146,-0.277582,-3.48517,
0.1769,2.64847,0.395434,12.5046,5.45056,-0.535017,-6.70895,2.2956,-1.82542,2.38723,-2.83146,-0.277931,-3.48517,
